Date,Weekly_Sales,Store,Dept,Temperature,Fuel_Price,CPI,Unemployment
2010-09-24,1016.3977523978908,2,14,99.13617146388762,4.305411020890713,150.8440897960152,4.672070278409234
2010-09-25,913.3415612484855,5,3,50.4047018646606,4.174526014277017,181.52721222196024,9.096786579571333
2010-09-26,962.9767134450113,4,16,83.95197716338862,2.7547389468957624,218.07615195254402,7.197082793699559
2010-09-27,941.7052485134706,7,13,59.924695524973146,2.7525422742154637,177.66870863802154,6.82793076463041
2010-09-28,1007.4802322802274,6,20,44.43521835588979,4.126868964648528,152.81721388204187,9.886585747081057
2010-09-29,863.9309493240213,2,17,85.98031347754028,4.348508549206231,209.6943710841818,8.442269781646118
2010-09-30,994.2489314702766,5,13,53.35247523203302,3.4213396596669785,214.16306162262947,4.708036159716249
2010-10-01,937.0283213200318,7,6,90.56353431784677,3.4979422338275317,162.8474956034647,8.539235003357444
2010-10-02,937.9264195003644,7,17,94.06800294424761,3.1365240827714516,192.9872397474545,4.571493603837217
2010-10-03,1010.6514733171855,5,14,90.18766847738931,4.288530236512828,165.35643511965807,4.164823375077909
2010-10-04,948.1029825307368,9,17,32.4505540364764,3.7898058105847117,207.53875352353174,6.4217553716193825
2010-10-05,908.8020719109475,4,8,85.1161341503574,3.0765031543347368,171.72403641419885,9.961469036915311
2010-10-06,943.0251096278698,3,11,58.79376265494007,3.097565742108503,175.29720980506642,5.049303617169176
2010-10-07,921.0505209274761,4,20,91.16060441275576,4.2824001461272045,217.5976682912081,8.035866061160739
2010-10-08,946.832285883772,5,1,74.65679838793172,2.527268047811643,188.10578817655235,5.040376397236717
2010-10-09,1025.1620918424658,6,7,88.35501939007709,3.145453145453277,203.58035609745983,8.348721849750316
2010-10-10,1072.314341789797,3,17,64.96022389067848,3.608713362432738,182.18984405779742,7.032122009426956
2010-10-11,882.1393365798604,2,10,67.4517853219253,2.7964349241986493,173.84054857550043,8.079830260536259
2010-10-12,1051.756905382395,4,11,40.107134249356704,2.68419750839918,200.0382448339729,5.217239055485408
2010-10-13,848.6343159695531,5,9,84.87911510825488,4.13055266218112,162.3886059263057,8.473769995123012
2010-10-14,939.8410769470894,4,9,59.35727281668801,4.288808777297015,179.83998684534905,9.97371435773624
2010-10-15,978.0957692897447,3,5,65.00560827901077,4.147212841596379,166.72296299087378,7.993903003755759
2010-10-16,1014.0368090164502,8,17,84.95683998669953,4.297575779474696,205.66359735525964,6.9608799884372665
2010-10-17,970.2170364779993,10,9,71.91917800556072,3.606223942116743,225.5367070676886,9.53904393171559
2010-10-18,942.367930707676,4,17,44.07691092098672,4.124516241980684,229.6408774412693,4.095111053391258
2010-10-19,929.6029879486772,2,19,71.31628614056248,3.268085276782201,186.02214483532725,8.379541115714927
2010-10-20,926.3204588937587,2,7,58.5343000585759,3.832535722958077,170.20243117091556,9.332479100882878
2010-10-21,999.8608273656226,1,9,62.866787943070385,4.477671062778329,185.42634963074593,4.370047501725745
2010-10-22,976.8795627098734,4,7,31.981789208186743,2.9514554476782546,217.78155279701792,6.700385022494549
2010-10-23,976.0870744723823,10,13,44.702054466139714,3.2797994925821614,166.4804542841632,5.228316723699994
2010-10-24,1057.4716570558232,9,11,49.67266569667198,3.4600947546201715,226.1676521322339,7.399108993526981
2010-10-25,979.6707185005035,7,14,79.9072005501164,2.7760309740401032,177.3492615038521,7.897257751621963
2010-10-26,1006.8175083048812,10,19,30.80447313086807,2.6620772209301133,228.86429275602438,5.81573909757253
2010-10-27,999.5786795356534,7,11,58.61440828603924,4.159445732643249,217.088711002717,6.759890018068605
2010-10-28,928.6240755234478,7,13,94.6818809298013,4.453588745655172,214.68564273179123,5.676036911659357
2010-10-29,944.0946786982418,8,14,37.831643158438666,3.3094501276593173,175.4323739018627,6.216346986730683
2010-10-30,1061.5511782674905,1,13,66.14970717530278,2.6752996723893068,150.70217695583435,4.957239740130541
2010-10-31,1056.8401722428248,10,1,85.0565667673593,2.6316235213811527,180.57063270607904,9.313356661513788
2010-11-01,977.4636493558731,10,8,95.97719152640818,4.282636412720597,174.1447495730155,4.060062463354819
2010-11-02,986.6135775102784,8,12,82.27436476736025,3.42762849945536,152.99175923270377,9.294455118662732
2010-11-03,1046.9198264839156,4,19,80.43958840510842,3.140054633124784,190.42922052047436,7.430073270098431
2010-11-04,955.7977494313128,4,12,87.85416631370336,3.452922542478799,182.24250490261892,5.989947065062105
2010-11-05,1015.1207437853403,4,8,61.234085468428056,3.1366081893846944,200.76451741932198,8.338342752761978
2010-11-06,1030.0950567178224,6,8,86.40911728324832,3.47807155061524,199.69490577552665,7.046512911175986
2010-11-07,1031.8081280371666,7,13,30.55750833218158,4.2191127938358735,159.6597308717344,6.9946519486456395
2010-11-08,1050.166624964424,6,12,94.71927387637635,3.6846027421241914,228.1572436901298,4.660853697513799
2010-11-09,1039.081686098046,1,16,61.03145566620228,3.8893075456203507,164.95451435531575,6.337096155672452
2010-11-10,1041.1163115858767,8,1,68.73661315060232,3.229341352468673,185.62192198117637,5.44638607514042
2010-11-11,1068.3909749809288,10,13,47.84175742404176,3.9770117570210375,189.0494034746988,4.094175433577678
2010-11-12,1006.8890303859255,7,7,81.9771582988295,3.833234169758745,215.04502377712961,6.16059778469268
2010-11-13,1092.7032310254372,6,5,35.36450645326742,2.739123995504113,157.93836768757174,4.5389327765536285
2010-11-14,1045.90325757753,6,8,91.08450617827847,3.645285706231169,184.29154233668254,5.540980226351111
2010-11-15,1030.4795099652397,5,14,87.968178030444,3.013486992619516,200.2801736188963,4.5550997270985665
2010-11-16,1010.6615228252608,6,13,45.12420813713365,4.108191339267186,167.21244972992446,4.605649753338393
2010-11-17,1024.9581328393065,9,15,86.65270787996837,3.351875416933879,200.19743190128582,5.19406776649113
2010-11-18,1052.8472978271122,10,17,85.0450413143037,4.489368330392974,223.89318700397223,9.999095466918401
2010-11-19,985.2002420717374,9,15,74.25516184277643,2.6850008758779276,229.801450493814,4.013104857143492
2010-11-20,1183.7924401358173,10,20,56.14641238297813,4.060695725480317,152.59608614325407,7.832035816722431
2010-11-21,1031.9732187180186,8,18,49.00491279273075,3.847403467084313,168.8470582595742,4.847462188159344
2010-11-22,974.704109182578,10,18,46.2248513202545,4.034997661181411,174.8245692633358,9.523768820264655
2010-11-23,1096.49619398683,9,2,52.302627393452504,3.1150595909809127,181.9300880355973,4.561797360001775
2010-11-24,1081.3877606751214,10,4,93.24909104027712,3.484108978764801,169.38057260678139,9.73037912275742
2010-11-25,1076.260653460455,8,1,35.434854319214686,4.093017039447417,166.279039564425,7.665558324900868
2010-11-26,1079.7572207724538,8,4,88.0209893377071,2.96508266324171,226.3643073934,4.007608461492941
2010-11-27,1101.0473100994307,1,18,54.42230525292765,2.9520663935773044,223.48172822164145,9.364043187500837
2010-11-28,1060.1502187921842,10,5,66.51195772079507,3.6021019065898647,153.7594000802494,7.13027080820151
2010-11-29,1062.1891936020265,5,19,85.61399435539434,3.5471271590597118,177.10504172838785,5.576018411982908
2010-11-30,1027.9587929512843,4,15,91.906358291608,3.0645249408258657,182.41188429427254,8.603675065093782
2010-12-01,1114.0217979004667,2,8,54.134699405085286,3.0961513010496455,169.12116277327547,9.559993323321219
2010-12-02,1061.3920208928976,8,20,62.32904368925772,3.055690326413131,200.30983175905405,6.902144938880763
2010-12-03,1030.9783721372166,3,17,59.01612453717546,4.043024123996975,201.23045973153927,5.893320846658665
2010-12-04,1109.72065373678,4,1,30.927572345273738,3.8038017311249215,218.04033826628776,8.733670743609562
2010-12-05,1150.0007043656992,7,12,50.71600222010596,4.1648343668205055,209.26954147081744,8.090712986730729
2010-12-06,1054.758653849715,10,19,62.143246361279324,4.450946056628044,193.40586615727645,9.332514902501634
2010-12-07,1045.450259699215,9,15,58.776552621630785,3.448328592543973,202.2869416035536,8.155084076567157
2010-12-08,1102.3867627334007,2,9,80.53504592609755,2.633387762810898,171.91910252344144,5.4611700333972175
2010-12-09,1106.1156473067147,3,7,56.93625320547723,2.596184620824071,197.44449519738862,9.589955498554115
2010-12-10,1072.207932653309,4,2,64.25635142794692,3.0913300785432383,189.13818037999354,4.629014483235948
2010-12-11,1127.7128602838095,10,9,60.072601449265434,4.365089178704902,160.66755738530964,5.607656500641087
2010-12-12,1166.5979169490593,1,10,81.84383042260593,3.54642610994175,169.40354212663766,7.121167646343314
2010-12-13,1036.3418505866607,7,2,90.40806792908738,3.0435730321602583,173.33547605772688,7.394452156425409
2010-12-14,1042.1425663499142,2,19,67.232235530526,3.298333589022039,223.94476536420464,4.091863519761432
2010-12-15,1080.3813023612563,5,11,85.26025359366338,3.697190214809342,168.43093115087115,8.68343635492564
2010-12-16,1109.4360109075865,1,13,50.77506774138954,3.8058993162756845,173.13951222557347,6.169643910552337
2010-12-17,1139.4747192566626,3,10,67.8958727110088,2.80783901956581,179.5483304071546,6.438511246012827
2010-12-18,1251.5332576462877,2,14,54.16609675689807,4.454063353090352,203.09941909003095,8.856217266621675
2010-12-19,1224.4986785592678,1,18,58.99406479002812,3.5895444539655776,159.45907139777125,6.275700350365267
2010-12-20,1127.4821735281048,7,19,81.2689705368868,2.7713766355845584,226.31561699950208,4.283349258968529
2010-12-21,1138.4038476362168,5,9,91.71637376328988,4.287270506692267,219.24569760758118,5.058638622822102
2010-12-22,1093.114902931814,1,7,38.504677376143576,2.6492768621588576,196.17728584071602,9.735419034329095
2010-12-23,1146.2125790675243,6,3,74.42474795411664,4.315470866355025,203.92302939399656,4.422432174415085
2010-12-24,1136.6113136313402,5,20,70.75006653044589,4.493131312577965,151.33283769953727,6.129587205808098
2010-12-25,1221.094319037034,3,6,38.289052742315235,3.9008635983130078,177.1155820278759,7.0190750023080675
2010-12-26,1167.5181133328967,7,2,44.832603130807634,4.040894442147979,213.65281845291537,6.959684964031361
2010-12-27,1188.7743659645694,10,6,51.77017463128762,3.1746056729349728,156.19863790339087,4.023759658072857
2010-12-28,1243.3764602896647,9,3,41.6851749572251,4.383153705467867,172.58510673685763,7.006976388744942
2010-12-29,1165.2380591325061,9,16,47.061063776703925,3.5594279322167353,196.8237462667449,6.302634747864455
2010-12-30,1194.7012637803978,9,8,48.732055920319524,3.9647768931951095,170.51304221591533,9.832476012847343
2010-12-31,1213.0645283543886,2,2,53.497168312734175,4.348215431822559,224.71823793156153,4.954954503962979
2011-01-01,1212.4389764057084,3,17,82.45733169608113,4.450359951951016,160.48469046434323,6.1249251805569696
2011-01-02,1247.6472953216876,7,9,70.03385426954205,4.1664087131933485,213.7915486326223,6.516888910538919
2011-01-03,1191.013942363639,5,12,99.03726703659811,3.10603501396406,190.63589535251265,6.344161222605693
2011-01-04,1199.207738372092,2,3,59.03150788772297,4.4330950331041645,210.0264620655965,7.994984965911176
2011-01-05,1159.6099961676905,3,11,82.77055516858475,3.7562390624871433,174.8572262649158,5.293077145286613
2011-01-06,1203.4184684604365,10,1,91.00278949635737,4.36128495270392,191.1591681849631,5.326429316883951
2011-01-07,1231.0202540517594,6,13,77.52849451266293,3.8522100516287034,218.5468279778541,8.375265691005119
2011-01-08,1332.5987893696226,7,15,58.83053182922472,3.114477923695441,187.35024792984836,7.001743112069078
2011-01-09,1311.9192957269133,9,5,82.75162415220271,3.240049048285632,178.77758895282156,6.490934056343862
2011-01-10,1325.520887008434,1,17,44.25669964408794,3.600943554205881,192.89243090021887,5.015218310063511
2011-01-11,1183.391250691893,7,6,52.92865156260927,4.080029683119764,207.38902024290934,5.1251633374729995
2011-01-12,1269.2613738046828,8,11,68.26796785695021,3.13596510268067,185.4850676398802,4.0633098208954035
2011-01-13,1238.6880002606413,3,18,70.27865711003038,3.659462332268384,225.11015801138183,4.548557613170256
2011-01-14,1342.8744492617166,4,4,31.549903283084063,3.191249987152803,173.59566592338737,7.341032168141446
2011-01-15,1246.8196389334325,10,3,96.15799321292062,4.131538809270214,188.03708849352964,9.351238780050458
2011-01-16,1249.0845669141986,6,13,78.7639089852173,3.433456187535901,210.55421274731532,5.722988590783345
2011-01-17,1214.9219992346198,10,9,64.69926251623238,2.6534456537057705,205.12968723966065,5.966483355376769
2011-01-18,1142.5017003606315,7,6,95.31890640858158,2.8321050429630725,219.09128419337247,4.693633663669074
2011-01-19,1226.1964938472195,4,12,60.736689567557995,2.6222093352392646,229.7447344544887,6.331785673642616
2011-01-20,1218.297299260788,8,2,98.63048991892602,3.4986058920286505,184.14866630360717,4.223330227415975
2011-01-21,1267.5242692426332,5,3,65.85993300704396,2.7126745946964546,158.89207038266494,9.505604177571401
2011-01-22,1330.8230232241324,1,3,38.00000389985856,2.728279938619264,152.43327046463745,8.038668088747173
2011-01-23,1411.2534505389292,4,12,83.5360680721494,4.382096520076754,208.15015249118173,9.944492856359313
2011-01-24,1318.653873158024,3,15,77.52284075544884,4.245310144352111,219.92109370469726,9.296938976070962
2011-01-25,1245.9524150580744,9,9,84.10907049139107,3.404173193622732,167.6570068755535,6.837943562188916
2011-01-26,1233.5179869550452,8,8,96.60094201079768,4.471610641700412,162.67584297519247,7.118110186902261
2011-01-27,1306.6510770854115,1,11,84.35425118557127,2.500373056341326,154.97640732205528,5.143456279103163
2011-01-28,1219.63420799705,6,16,72.79356215516529,3.7279589125467876,215.8162337373765,6.7722360570373334
2011-01-29,1430.7829924732878,9,4,90.01162316525887,3.73285635474374,174.91055519140676,9.418167240956869
2011-01-30,1401.718774059222,7,1,77.12725075481721,3.4148861117397766,182.13575142078213,4.305120541814927
2011-01-31,1272.7963274267602,4,7,58.56833397781462,3.2938959458685857,190.220015328769,9.18134081798986
2011-02-01,1214.077462315877,1,2,91.99338349692412,3.410766270961215,217.15625873676407,6.045686809855658
2011-02-02,1370.8767401813807,2,5,45.533032254906104,3.329920872159361,202.0666577249188,9.397076590577859
2011-02-03,1300.874042045029,5,7,80.02488924361069,3.960984954964599,199.2051703886249,9.645279438048908
2011-02-04,1371.877878232197,5,4,91.70944184585298,2.7707108699465683,164.05376799647286,8.025189322011435
2011-02-05,1283.6189683185053,8,5,81.19215637923074,2.8952784411822603,191.05519133678638,7.986542719556067
2011-02-06,1336.6913035430714,6,1,78.80927933376998,2.861036456784847,207.23048137429242,6.71652602625244
2011-02-07,1320.2075223780619,8,1,82.68468058502853,3.024941170242529,227.86087064243935,9.013241347262245
2011-02-08,1325.5444037112622,2,15,62.55386738104511,3.5505168375631664,166.11250473706818,9.7696765505997
2011-02-09,1303.9060761142114,3,20,91.19194775099182,2.7224174946764377,150.76346824537814,8.650490802034716
2011-02-10,1360.7289567954103,6,19,44.240553259526386,4.236338590653008,156.02411468787759,7.731620402540255
2011-02-11,1279.3448907378665,10,10,38.91704912002375,3.0947230626169446,180.06819721455832,7.640757374928021
2011-02-12,1378.707949397391,3,18,49.985614608295805,2.8250759749374157,215.64357181967898,9.096819409501974
2011-02-13,1394.9035053521839,6,3,67.21041777424952,3.8512426191964866,150.5713665414596,7.24722259462779
2011-02-14,1367.632495147671,6,11,65.73932567865367,2.5761726011986386,186.53844743086722,8.823159317492935
2011-02-15,1380.4724093147738,2,15,87.44191303736106,3.7399371297483284,176.33844922731157,7.053311531045475
2011-02-16,1291.5992198644615,7,11,58.319805948281214,3.896396861353,154.1985368079782,4.374665649843545
2011-02-17,1274.0230991224012,2,17,63.9041098404056,2.9298330627734384,186.0189029338094,6.303682053424931
2011-02-18,1417.4672456877224,6,17,30.935737828157695,2.583928146887269,170.3798965869375,6.666645746028992
2011-02-19,1423.0101181382906,1,6,58.68174655100574,3.2272907178388994,178.15078674776052,4.849703469919703
2011-02-20,1371.736834867885,3,5,75.34419630652394,2.697188460483873,206.44922438274344,4.614977975135277
2011-02-21,1439.4405641529136,2,8,31.085583143861452,2.7329556993466744,191.72407871287737,7.212789697941725
2011-02-22,1370.342901928798,7,2,49.661737563037065,3.0085224628897294,159.97179431942507,4.510861819336493
2011-02-23,1426.153990554547,4,16,44.55694515025729,3.0909358492535186,226.9131632338911,5.817671007340504
2011-02-24,1373.1481417054406,8,20,32.93898002367118,3.559940682042841,200.87286125677906,8.467581855778455
2011-02-25,1475.3452080455718,6,12,63.548206294017625,3.856783771006026,211.2694740530025,9.786593077407884
2011-02-26,1512.562352782643,10,6,42.720630525970954,3.6855418817403693,156.33705200066967,8.30722348331157
2011-02-27,1414.785917849208,4,1,82.01570777419661,2.7967206745790336,153.7646703568015,9.955753290717222
2011-02-28,1428.2022286746133,5,4,89.3549518634344,2.844172064905253,151.5558440294465,8.190027827676417
2011-03-01,1414.232215784763,9,17,68.19096278684034,4.257538499585829,165.10352222187555,5.762766823925965
2011-03-02,1452.684369531778,7,13,98.7195139764799,3.6167046301282273,183.15267181747961,8.032315243032171
2011-03-03,1338.2450979169141,10,18,61.53350000294167,4.239875665795378,224.86609067222582,8.212940591181423
2011-03-04,1422.9809140287705,9,5,65.93577471574409,3.2430930226397487,186.56477274126212,6.2303619076987635
2011-03-05,1493.7347263311522,7,3,99.2452427770425,3.7288000148626477,173.22040842980235,4.1062831036563345
2011-03-06,1354.959294970754,1,11,46.20839051755342,3.5473268321092215,194.95482028157306,8.219198708652922
2011-03-07,1335.7632482971599,8,13,95.97821577738337,3.1382469796409254,158.95476625078314,4.1302005716532495
2011-03-08,1294.9411536725222,4,4,32.99862885833792,3.4398307440671907,198.76047128039866,7.787128468360427
2011-03-09,1385.3552559148388,3,14,61.24708231842364,3.504981753653864,195.47455634644027,4.9816989324553305
2011-03-10,1436.5713703331248,7,11,34.9002458493146,2.901541949513357,213.3594426724568,7.39362116648826
2011-03-11,1477.6261893206406,3,10,81.046432003955,3.1300207447534634,228.9350089293619,7.0234781522836
2011-03-12,1457.9721847855737,8,19,72.58862551160124,4.082819501013951,170.06987773728883,4.081081853837095
2011-03-13,1537.4019888669436,6,18,79.46439844273175,4.3315764789082545,190.77251606430085,6.177194901970621
2011-03-14,1338.614204574684,5,6,56.213627997761186,3.219588187090599,222.70923250552028,7.606547004377816
2011-03-15,1324.042181291273,4,15,55.86373538219662,3.1139445644180364,212.81519075382732,9.09163931139268
2011-03-16,1407.9695803735503,8,10,33.172349527262625,2.8903943291437653,188.99250424806462,9.331852683019104
2011-03-17,1431.4292292214257,8,5,54.496145767074786,3.8569823373011625,225.62973196918222,6.90309982019934
2011-03-18,1412.0132501262663,1,5,95.05018815834416,3.1461994033326746,154.57893548134476,8.37053492379663
2011-03-19,1361.6406793683077,9,10,56.54585760263143,4.475499078198377,224.4798895770067,5.898727459200746
2011-03-20,1461.8640890588447,5,5,88.1957394355379,3.1513696041279067,154.0405913906245,6.053118434551944
2011-03-21,1352.3461932758887,4,3,88.96278533249539,3.288272093565256,193.78437952917474,5.166781115093882
2011-03-22,1452.2449214958237,6,6,56.126880946546365,3.7066683924240698,221.23527584008684,7.371688659959435
2011-03-23,1438.2246756552609,6,4,74.23920762773324,4.10336858638261,171.01767548490423,5.887384905564192
2011-03-24,1373.9758991624294,2,18,36.6760121591141,3.439037330691267,187.7798799156127,4.50622537863103
2011-03-25,1396.2931531506358,8,9,37.257500651399354,3.3453120675779164,175.94631033095732,8.110036519979072
2011-03-26,1419.983765789139,7,17,33.40603645631993,4.491275667189616,226.17151336610812,8.246519245632388
2011-03-27,1470.7096265151317,1,13,70.67105653625767,2.520987282279889,215.89164758024725,6.159954512674347
2011-03-28,1472.4409152544977,5,15,59.8249684338268,4.290130577702492,206.72012090611037,4.460340396736137
2011-03-29,1376.178692304854,6,20,68.36226496649681,2.798281651879475,197.0101589292087,6.5577863044205555
2011-03-30,1451.389410007005,4,17,66.47512333558714,4.071850552417827,215.64734314593184,6.654012748301293
2011-03-31,1400.3371213293146,2,13,54.51420937635112,3.735863119692596,181.38136332188378,8.012025309387358
2011-04-01,1387.8100587828608,4,16,77.4231390376431,3.183694570996184,185.80414840848493,5.892498347552101
2011-04-02,1472.6466299495103,1,4,83.09513166414735,4.247749911042037,208.40013768646892,8.095595678687832
2011-04-03,1426.7212156099788,7,5,31.0239781214373,2.525814455961984,178.62038106349715,9.22893125054433
2011-04-04,1401.2267908701124,2,5,44.506960983821486,2.9533813041498473,155.1120753638699,5.4249162541731994
2011-04-05,1369.3820484875644,2,9,79.92651076583357,3.633785592499072,155.94676871088572,9.873517336719399
2011-04-06,1527.8196888188977,9,17,57.063412084368395,3.203084520099396,159.2290241044563,6.318208822820842
2011-04-07,1431.5949579494204,5,13,76.37387628591257,3.7207549906366553,219.57450586749303,5.6035521108823705
2011-04-08,1395.0347868205104,2,2,54.287386181419095,2.5482203868173334,187.77811406049636,6.529067095061743
2011-04-09,1490.8503653901942,9,13,57.352860663074594,2.732917860963425,207.03058954757893,4.566384855423155
2011-04-10,1474.6064103141493,9,19,41.10752115827795,2.7541924804368785,181.43274684839145,4.754235439072694
2011-04-11,1419.187038069807,1,3,48.0761713766312,2.878567291832019,170.69687579325077,6.4866042818099885
2011-04-12,1460.8979649949374,3,10,72.3788230255311,3.418662881601086,177.77537340497696,8.5746671316346
2011-04-13,1467.9606958983618,4,2,60.321417792061645,4.004257399087143,213.53458762537468,9.401873437446945
2011-04-14,1403.3976809485719,7,13,84.20118780612165,4.311077675857803,200.01729000251504,7.988907944297625
2011-04-15,1400.9111980942396,10,19,89.68094684568399,4.170745060568493,225.01118239663217,4.631317331429019
2011-04-16,1465.67105446823,4,17,67.91524927517318,2.893775743551367,204.37638228614674,8.03211857308321
2011-04-17,1363.9914983680335,2,14,83.07871044392414,3.3823011044612645,195.6145305403755,7.812567524217831
2011-04-18,1352.9345566029021,7,12,51.4833159236199,2.8988231955170702,198.81568071886676,8.834583509759987
2011-04-19,1496.5872767696853,6,12,59.047985078005475,3.0289436333343813,225.38971515747318,8.951491999913085
2011-04-20,1509.9845850011532,3,11,79.89443733517817,3.507093963023772,213.0560743893365,9.209218454673874
2011-04-21,1414.7205140246156,6,7,57.034839497192145,2.636218049447045,151.92329898931501,6.48478908747459
2011-04-22,1455.3800768308727,6,4,71.19534546112922,2.9363486591865464,192.73117569085576,8.187186372112865
2011-04-23,1491.438776986263,5,19,42.9760945357758,4.370756322614234,205.0670729237252,5.609502153533865
2011-04-24,1629.0888266303577,4,1,71.98399204793486,3.432232585316978,209.89587827513242,9.996017679901026
2011-04-25,1480.3368900103474,10,3,90.30595950588256,3.3907730519557444,167.05136954511494,5.052005448261159
2011-04-26,1417.1208456378404,1,13,90.80477478763979,2.529134309502558,219.37418835610816,4.060686589965015
2011-04-27,1374.843903988822,10,15,80.70410844306778,2.9947994941166916,226.4674517740131,4.892852287109056
2011-04-28,1341.348844452058,6,2,82.20273653532882,4.232584871964363,168.93722446758957,8.65523373726476
2011-04-29,1430.841039940343,2,11,69.05492116054904,2.8292568565173375,220.60923660137968,6.680702059049269
2011-04-30,1431.7939272616834,3,4,70.92676631160774,3.3302498790694424,157.75830100128763,6.68500148686257
2011-05-01,1397.3897553148233,8,19,39.35554069873626,2.5286618117340023,154.45654688921962,9.730137517670011
2011-05-02,1385.012619529738,10,17,61.07014318949108,3.4566709633411117,160.33790400821994,9.517809448168446
2011-05-03,1362.0510254292626,6,3,61.55433987204547,2.5420422134524343,154.61928635736288,5.867168426824055
2011-05-04,1499.2215157035937,3,18,97.09484849674182,4.1392191061316,217.6009789724621,5.254348772685197
2011-05-05,1457.631799318085,7,8,60.176080383630264,4.149707534974207,154.72401155666176,9.090893259602439
2011-05-06,1411.7864638178964,4,19,68.45398514319304,4.07548437660474,171.73313530909243,9.43611442626618
2011-05-07,1534.7680466892832,9,5,67.32759794953716,3.0667281377822366,158.3005074828685,7.249581536790922
2011-05-08,1463.176025671564,5,7,74.5733201931029,4.174474436443636,173.6337629051012,7.776542266702603
2011-05-09,1364.7317791977757,3,8,82.37629819323271,3.5859962652105386,157.24475740807364,5.54148570815376
2011-05-10,1482.392776620006,2,5,45.75293133196105,3.247616217734005,203.44026005944113,8.804816127871147
2011-05-11,1431.575473199976,2,17,67.0107093368905,3.750659919408466,160.666145307406,7.792734570694138
2011-05-12,1351.1145005570854,3,5,87.81423951212213,2.524682092120748,218.14767406711104,7.021081067787979
2011-05-13,1391.760788653928,2,4,62.4180299686258,2.785921755201504,215.37528405813129,4.360651336470375
2011-05-14,1405.752452837164,4,19,49.49202824615011,3.9845870763405253,151.09293483764876,9.495609775066923
2011-05-15,1378.6044156215025,2,2,75.82963527494093,2.9883232174323062,221.65810844120915,7.692708522306436
2011-05-16,1442.22038819388,10,11,87.66371770593861,3.6960182346574992,152.31554533946937,5.156146568157808
2011-05-17,1489.506214758699,9,13,34.41982050491739,3.270205205646059,169.17166279660452,7.638316701898317
2011-05-18,1322.1883433304783,2,15,84.3753338385059,4.209611557598523,152.5911310220796,8.06478012543984
2011-05-19,1418.3047072119239,9,12,87.51535530732399,4.404830611993287,176.8674789631453,7.154622020099353
2011-05-20,1355.6225534393118,6,11,62.30660493120248,4.267129456740381,191.10932205706172,8.308610427736134
2011-05-21,1411.756503654472,1,7,98.83139597729271,3.0412399893871935,213.73158952121105,7.488723687571746
2011-05-22,1404.4115752298735,4,5,85.06958384951164,2.8883257380921643,177.03852403758688,9.68661749219289
2011-05-23,1338.711404163322,1,17,84.15637954269661,3.44886978724147,206.43920197384932,4.322182471595841
2011-05-24,1382.1786443164085,6,20,82.34870020884503,2.5146683016723603,165.00035656951843,4.6374742508173625
2011-05-25,1336.0094141721138,4,9,40.54256722527918,2.5516187857263635,210.0478765395301,5.0420298217260395
2011-05-26,1388.8476539339763,3,14,45.206162051710756,3.606581279246,168.879728472739,8.141026423625993
2011-05-27,1370.5451449860377,3,12,62.479309202509754,3.5408988083305717,161.48358047550144,7.873575236498852
2011-05-28,1408.8070512375448,9,6,48.48030449716261,4.48916397807052,164.83270802992433,9.352353161258165
2011-05-29,1373.0396693799553,6,17,59.06686806338283,2.903683670727516,164.56505031054843,8.39726471730339
2011-05-30,1337.2095211797136,9,19,92.19248769460444,3.0162078583209366,191.0290303501593,7.050132925387554
2011-05-31,1401.4155709236745,5,19,87.70288243154884,2.7270812846525736,217.5838064950517,9.950990754781781
2011-06-01,1386.25833758439,2,16,74.10279149359876,4.335086019307489,156.36840615940045,5.596647737015795
2011-06-02,1309.8706004492276,8,12,90.06842759757726,4.055622488916901,206.5565054794738,8.999149958712724
2011-06-03,1361.2211566931994,5,12,84.86406723120744,4.144678222913695,202.3477167722286,6.560742233163516
2011-06-04,1441.301257703362,2,20,60.028945228862334,4.305527575929018,219.80159614634897,7.892410833254405
2011-06-05,1317.7110746456235,4,6,44.074560643496156,3.5497999734516767,169.53180484055258,8.363610822714605
2011-06-06,1375.7717664890959,9,4,65.99407280065375,3.4023863829014473,186.00878869480238,7.802524523142018
2011-06-07,1312.8688800466186,4,6,81.53602177699851,3.160782947331233,224.06618995548138,4.84304381865156
2011-06-08,1371.9011251927823,4,11,60.54937191107151,3.6784292286957108,202.79947601082537,6.657706064487597
2011-06-09,1302.5550975041674,2,1,76.6740336848728,3.408556793579645,181.10147302892776,7.368630267598746
2011-06-10,1247.7974880075672,6,15,36.602919840373055,3.4031311732111504,160.51299062842148,9.09426255507158
2011-06-11,1303.9656242517954,2,11,82.36033154599824,4.373855727462278,170.99880063204728,6.6618744927914335
2011-06-12,1385.026709867216,7,19,86.88995339251434,4.4680630285582605,196.49723819915067,9.51248382882551
2011-06-13,1342.86782153098,3,18,79.47864990463788,4.092968778659161,207.4534358048411,6.642245338151264
2011-06-14,1281.9055769319452,3,17,97.70845112684559,4.013516180493856,159.95375094815148,7.29267915557807
2011-06-15,1356.2721867935668,5,19,87.86564402224482,3.861116323558203,197.9677808035243,8.777714097656805
2011-06-16,1238.4701319263952,3,14,93.21656095135768,2.832149704667027,194.02810230710008,7.498406106532862
2011-06-17,1315.429108613236,2,18,95.34997584203536,2.618211641751309,191.11643573525663,9.761308434296948
